pmid|title|authors|journal|year|abstract
37627638|Multi-Omics Approach Reveals Prebiotic and Potential Antioxidant Effects of Essential Oils from the Mediterranean Diet on Cardiometabolic Disorder Using Humanized Gnotobiotic Mice.|María José Sánchez-Quintero; Josué Delgado; Laura Martín Chaves; Dina Medina-Vera; Mora Murri; Víctor M Becerra-Muñoz; Mario Estévez; María G Crespo-Leiro; Guillermo Paz López; Andrés González-Jiménez; Juan A G Ranea; María Isabel Queipo-Ortuño; Isaac Plaza-Andrades; Jorge Rodríguez-Capitán; Francisco Javier Pavón-Morón; Manuel F Jiménez-Navarro|Antioxidants (Basel, Switzerland)|2023|Essential oils sourced from herbs commonly used in the Mediterranean diet have demonstrated advantageous attributes as nutraceuticals and prebiotics within a model of severe cardiometabolic disorder. The primary objective of this study was to assess the influences exerted by essential oils derived from thyme (<i>Thymus vulgaris</i>) and oregano (<i>Origanum vulgare</i>) via a comprehensive multi-omics approach within a gnotobiotic murine model featuring colonic microbiota acquired from patients diagnosed with coronary artery disease (CAD) and type-2 diabetes mellitus (T2DM). Our findings demonstrated prebiotic and potential antioxidant effects elicited by these essential oils. We observed a substantial increase in the relative abundance of the <i>Lactobacillus</i> genus in the gut microbiota, accompanied by higher levels of short-chain fatty acids and a reduction in trimethylamine N-oxide levels and protein oxidation in the plasma. Moreover, functional enrichment analysis of the cardiac tissue proteome unveiled an over-representation of pathways related to mitochondrial function, oxidative stress, and cardiac contraction. These findings provide compelling evidence of the prebiotic and antioxidant actions of thyme- and oregano-derived essential oils, which extend to cardiac function. These results encourage further investigation into the promising utility of essential oils derived from herbs commonly used in the Mediterranean diet as potential nutraceutical interventions for mitigating chronic diseases linked to CAD and T2DM.
30394313|Alteration of gut microbiota-associated epitopes in children with autism spectrum disorders.|Mingbang Wang; Jiaxiu Zhou; Fusheng He; Chunquan Cai; Hui Wang; Yan Wang; Yin Lin; Han Rong; Guoqiang Cheng; Ruihuan Xu; Wenhao Zhou|Brain, behavior, and immunity|2019|Autism spectrum disorder (ASD) affects 1% of children and has no cure. Gastrointestinal (GI) problems are common in children with ASD, and although gut microbiota is known to play an important role in ASD through the gut-brain axis, the specific mechanism is unknown. Recent evidence suggests that gut microbiota may participate in the pathogenesis of ASD through immune- and inflammation-mediated pathways. Here, we identified potentially immunogenic epitopes derived from gut microbiota in stool samples from ASD children with and without GI problems and typically developing (TD) children. Candidate gut microbiota-associated epitopes (MEs) were identified by blast shotgun metagenomic sequencing of fecal samples from 43 ASD children (19 with and 24 without GI involvement) and 31 sex- and age-matched typically developing (TD) children. Potentially immunogenic epitopes were screened against a predictive human Immune Epitope Database. The composition and abundance of candidate MEs were compared between the three groups of children. MEs identified in ASD children with GI problems were significantly more diverse than those in TD children. ME composition could discriminate between the three groups of children. We identified 34 MEs that were significantly more or less abundant in ASD children than TD children, most (29/34) of the differences in MEs were reduced in ASD and associated with abnormal gut IgA level and altered gut microbiota composition, these MEs were limited effected by clinical factors such as age, gender, and GI problems, of which eleven MEs were pathogenic microorganisms peptides with strong T or B cell response, nine MEs showed high homology to peptides from human self proteins associated with autoimmune disease occurrence, eliciting immune attack against hematopoietic stem cells and inhibition antigen binding. We also found that the abundance of five MEs were increased in ASD, including three human self proteins, gap junction alpha-1 (GJA1), paired box protein Pax-3 (PAX3) and eyes absent homolog 1 isoform 4 (EYA1) which associated with cancer, and a ME with homology to a Listeriolysin O peptide from the pathogenic bacterium Listeria monocytogenes was significantly increased in ASD children compared with TD children. Our findings demonstrate the abnormal of MEs composition in the gut of children with ASD, moreover, the abnormality in MEs composition was associated with abnormal gut IgA levels and altered gut microbiota composition, this abnormality also suggests that there may be abnormalities in intestinal immunity in children with ASD; In all, thirty-four MEs identified were potential biomarker of ASD, and alterations in MEs may contribute to abnormalities in gut immunity and/or homeostasis in ASD children. Further study of the MEs identified here may advance our understanding of the pathogenesis of ASD.
34393849|Association Between Abundance of <i>Haemophilus</i> in the Gut Microbiota and Negative Symptoms of Schizophrenia.|Cuizhen Zhu; Mingming Zheng; Usman Ali; Qingrong Xia; Zhongxian Wang; Chenlong; Lihui Yao; Yuanyuan Chen; Junwei Yan; Keming Wang; Jinghong Chen; Xulai Zhang|Frontiers in psychiatry|2021|Increasing evidence indicates an interaction between dysbiosis of the microbiota and the pathogenesis of schizophrenia. However, limited information is available on the specific microbial communities associated with symptoms of schizophrenia. Therefore, this study aimed to investigate gut microbiota dysbiosis and its relationship with psychopathologies in schizophrenia. We recruited 126 participants and divided them into three groups according to the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, criteria-acute group (patients with acute schizophrenia), remission group (patients with schizophrenia in remission), and control group (healthy controls). Psychotic symptoms were evaluated using the Positive and Negative Syndrome Scale. Microbiota compositions, diversity and community structure were evaluated using 16S rRNA sequencing. Pearson's correlation analysis was used to evaluate the association between bacterial taxa and psychotic symptoms. The beta-diversity of microbiota composition in the acute group was distinct from that in the remission and control groups (PC1 = 21.11% vs. PC2 = 12.86%, <i>P</i> = 0.021). Furthermore, Pearson's correlation analysis revealed that abundance of <i>Haemophilu</i>s was positively correlated with negative psychiatric symptoms (<i>r</i> = 0.303, <i>P</i> = 0.021), while abundance of <i>Coprococcus</i> was negatively correlated with negative psychiatric symptoms (<i>r</i> = -<i>0.285, P</i> = <i>0.025</i>). Moreover, abundance of <i>Haemophilus</i> was positively correlated with cognition (<i>r</i> = 0.428, <i>P</i> = 0.009), excitement (<i>r</i> = 0.266, <i>P</i> = 0.037), and depression (<i>r</i> = 0.295, <i>P</i> = 0.020). The study findings suggest that alterations in certain gut microbiota may interfere with psychological symptoms in schizophrenia. Our results provide evidence that may help in the development of therapeutic strategies using microbial-based targets. The data that support the findings of this study have been deposited in the NCBI (https://submit.ncbi.nlm.nih.gov/) with accession number SUB9453991.
37606895|Gastrointestinal involvement in post-acute Coronavirus disease (COVID)-19 syndrome.|Uday C Ghoshal; Ujjala Ghoshal|Current opinion in infectious diseases|2023|Ten percentage of patients with coronavirus disease (COVID)-19 report having gastrointestinal (GI) symptoms as severe acute respiratory syndrome coronavirus-2 (SARS-CoV2) not only infects the pulmonary but also the GI tract. GI infections including that due to viral infection is known to cause postinfection disorders of gut-brain interaction (DGBI); hence, we wish to review the long-term GI consequences following COVID-19, particularly post-COVID-19 DGBI. At least 12 cohort studies, four of which also included controls documented the occurrence of post-COVID-19 DGBI, particularly IBS following COVID-19. The risk factors for post-COVID-19 DGBI included female gender, symptomatic COVID-19, particularly GI symptoms, the severity of COVID-19, the occurrence of anosmia and ageusia, use of antibiotics and hospitalization during the acute illness, persistent GI symptoms beyond 1 month after recovery, presence of mental health factors, The putative mechanisms for post-COVID-19 DGBI include altered gut motility, visceral hypersensitivity, gut microbiota dysbiosis, GI inflammation, and immune activation, changes in intestinal permeability, and alterations in the enteroendocrine system and serotonin metabolism. Long-term sequelae of SARS-CoV2 infection may persist even after recovery from COVID-19. Patients with COVID-19 are more likely to develop post-COVID-19 IBS than healthy controls. Post-COVID-19 IBS may pose a substantial healthcare burden to society.
38508549|Along the microbiota-gut-brain axis: Use of plant polysaccharides to improve mental disorders.|Jiayu Gao; Ying Liang; Pu Liu|International journal of biological macromolecules|2024|With the development of gut microbiota-specific interventions for mental disorders, the interactions between plant polysaccharides and microbiota in the intestinal and their consequent effects are becoming increasingly important. In this review, we discussed the role of plant polysaccharides in improving various mental disorders via the microbiota-gut-brain axis. The chemical and structural characteristics and metabolites of these plant polysaccharides were summarised. Plant polysaccharides and their metabolites have great potential for reshaping gut microbiota profiles through gut microbiota-dependent fermentation. Along the microbiota-gut-brain axis, the consequent pharmacological processes that lead to the elimination of the symptoms of mental disorders include 1) regulation of the central monoamine neurotransmitters, amino acid transmitters and cholinergic signalling system; 2) alleviation of central and peripheral inflammation mainly through the NLRP3/NF-κB-related signalling pathway; 3) inhibition of neuronal apoptosis; and 4) enhancement of antioxidant activities. According to this review, monosaccharide glucose and structure -4-α-Glcp-(1→ are the most potent compositions of the most reported plant polysaccharides. However, the causal structure-activity relationship remains to be extensively explored. Moreover, mechanistic elucidation, safety verification, and additional rigorous human studies are expected to advance plant polysaccharide-based product development targeting the microbiota-gut-brain axis for people with mental disorders.
36564391|Inflammatory microbes and genes as potential biomarkers of Parkinson's disease.|Shiqing Nie; Jichen Wang; Ye Deng; Zheng Ye; Yuan Ge|NPJ biofilms and microbiomes|2022|As the second-largest neurodegenerative disease in the world, Parkinson's disease (PD) has brought a severe economic and medical burden to our society. Growing evidence in recent years suggests that the gut microbiome may influence PD, but the exact pathogenesis of PD remains unclear. In addition, the current diagnosis of PD could be inaccurate and expensive. In this study, the largest meta-analysis currently of the gut microbiome in PD was analyzed, including 2269 samples by 16S rRNA gene and 236 samples by shotgun metagenomics, aiming to reveal the connection between PD and gut microbiome and establish a model to predict PD. The results showed that the relative abundances of potential pro-inflammatory bacteria, genes and pathways were significantly increased in PD, while potential anti-inflammatory bacteria, genes and pathways were significantly decreased. These changes may lead to a decrease in potential anti-inflammatory substances (short-chain fatty acids) and an increase in potential pro-inflammatory substances (lipopolysaccharides, hydrogen sulfide and glutamate). Notably, the results of 16S rRNA gene and shotgun metagenomic analysis have consistently identified five decreased genera (Roseburia, Faecalibacterium, Blautia, Lachnospira, and Prevotella) and five increased genera (Streptococcus, Bifidobacterium, Lactobacillus, Akkermansia, and Desulfovibrio) in PD. Furthermore, random forest models performed well for PD prediction based on 11 genera (accuracy > 80%) or 6 genes (accuracy > 90%) related to inflammation. Finally, a possible mechanism was presented to explain the pathogenesis of inflammation leading to PD. Our results provided further insights into the prediction and treatment of PD based on inflammation.
37095530|Positive mood-related gut microbiota in a long-term closed environment: a multiomics study based on the "Lunar Palace 365" experiment.|Zikai Hao; Chen Meng; Leyuan Li; Siyuan Feng; Yinzhen Zhu; Jianlou Yang; Liangzhe Han; Leilei Sun; Weifeng Lv; Daniel Figeys; Hong Liu|Microbiome|2023|Psychological health risk is one of the most severe and complex risks in manned deep-space exploration and long-term closed environments. Recently, with the in-depth research of the microbiota-gut-brain axis, gut microbiota has been considered a new approach to maintain and improve psychological health. However, the correlation between gut microbiota and psychological changes inside long-term closed environments is still poorly understood. Herein, we used the "Lunar Palace 365" mission, a 1-year-long isolation study in the Lunar Palace 1 (a closed manned Bioregenerative Life Support System facility with excellent performance), to investigate the correlation between gut microbiota and psychological changes, in order to find some new potential psychobiotics to maintain and improve the psychological health of crew members. We report some altered gut microbiota that were associated with psychological changes in the long-term closed environment. Four potential psychobiotics (Bacteroides uniformis, Roseburia inulinivorans, Eubacterium rectale, and Faecalibacterium prausnitzii) were identified. On the basis of metagenomic, metaproteomic, and metabolomic analyses, the four potential psychobiotics improved mood mainly through three pathways related to nervous system functions: first, by fermenting dietary fibers, they may produce short-chain fatty acids, such as butyric and propionic acids; second, they may regulate amino acid metabolism pathways of aspartic acid, glutamic acid, tryptophan, etc. (e.g., converting glutamic acid to gamma-aminobutyric acid; converting tryptophan to serotonin, kynurenic acid, or tryptamine); and third, they may regulate other pathways, such as taurine and cortisol metabolism. Furthermore, the results of animal experiments confirmed the positive regulatory effect and mechanism of these potential psychobiotics on mood. These observations reveal that gut microbiota contributed to a robust effect on the maintenance and improvement of mental health in a long-term closed environment. Our findings represent a key step towards a better understanding the role of the gut microbiome in mammalian mental health during space flight and provide a basis for future efforts to develop microbiota-based countermeasures that mitigate risks to crew mental health during future long-term human space expeditions on the moon or Mars. This study also provides an essential reference for future applications of psychobiotics to neuropsychiatric treatments. Video Abstract.
35083314|The small bowel microbiome changes significantly with age and aspects of the ageing process.|Gabriela Leite; Mark Pimentel; Gillian M Barlow; Ruchi Mathur|Microbial cell (Graz, Austria)|2022|Gut microbiome changes have been associated with human ageing and implicated in age-related diseases including Alzheimer's disease and Parkinson's disease. However, studies to date have used stool samples, which do not represent the entire gut. Although more challenging to access, the small intestine plays critical roles in host metabolism and immune function. In this paper (Leite <i>et al.</i> (2021), Cell Reports, doi: 10.1016/j.celrep.2021.109765), we demonstrate significant differences in the small intestinal microbiome in older subjects, using duodenal aspirates from 251 subjects aged 18-80 years. Differences included significantly decreased microbial diversity in older subjects, driven by increased relative abundance of phylum Proteobacteria, particularly family Enterobacteriaceae and coliform genera <i>Escherichia</i> and <i>Klebsiella.</i> Moreover, while this decreased diversity was associated with the 'ageing process' (comprising chronologic age, number of medications, and number of concomitant diseases), changes in certain taxa were found to be associated with number of medications alone (<i>Klebsiella</i>), number of diseases alone (<i>Clostridium, Bilophila</i>), or chronologic age alone (<i>Escherichia</i>, <i>Lactobacillus, Enterococcus</i>). Lastly, many taxa associated with increasing chronologic age were anaerobes. These changes may contribute to changes in human health that occur during the ageing process.
37377497|Insights into the potential benefits of triphala polyphenols toward the promotion of resilience against stress-induced depression and cognitive impairment.|Wenjun Wang; Olufola Oladoyin Ige; Yi Ding; Mengshan He; Pan Long; Shaohui Wang; Yi Zhang; Xudong Wen|Current research in food science|2023|In response to environmental challenges, stress is a common reaction, but dysregulation of the stress response can lead to neuropsychiatric disorders, including depression and cognitive impairment. Particularly, there is ample evidence that overexposure to mental stress can have lasting detrimental consequences for psychological health, cognitive function, and ultimately well-being. In fact, some individuals are resilient to the same stressor. A major benefit of enhancing stress resilience in at-risk groups is that it may help prevent the onset of stress-induced mental health problems. A potential therapeutic strategy for maintaining a healthy life is to address stress-induced health problems with botanicals or dietary supplements such as polyphenols. Triphala, also known as Zhe Busong decoction in Tibetan, is a well-recognized <i>Ayurvedic</i> polyherbal medicine comprising dried fruits from three different plant species. As a promising food-sourced phytotherapy, triphala polyphenols have been used throughout history to treat a variety of medical conditions, including brain health maintenance. Nevertheless, a comprehensive review is still lacking. Here, the primary objective of this review article is to provide an overview of the classification, safety, and pharmacokinetics of triphala polyphenols, as well as recommendations for the development of triphala polyphenols as a novel therapeutic strategy for promoting resilience in susceptible individuals. Additionally, we summarize recent advances demonstrating that triphala polyphenols are beneficial to cognitive and psychological resilience by regulating 5-hydroxytryptamine (5-HT) and brain-derived neurotrophic factor (BDNF) receptors, gut microbiota, and antioxidant-related signaling pathways. Overall, scientific exploration of triphala polyphenols is warranted to understand their therapeutic efficacy. In addition to providing novel insights into the mechanisms of triphala polyphenols for promoting stress resilience, blood brain barrier (BBB) permeability and systemic bioavailability of triphala polyphenols also need to be improved by the research community. Moreover, well-designed clinical trials are needed to increase the scientific validity of triphala polyphenols' beneficial effects for preventing and treating cognitive impairment and psychological dysfunction.
37207228|How Toll-like receptors influence Parkinson's disease in the microbiome-gut-brain axis.|Ziyi Zhang; Zhihui Liu; Ao Lv; Chenhui Fan|Frontiers in immunology|2023|Recently, a large number of experimenters have found that the pathogenesis of Parkinson's disease may be related to the gut microbiome and proposed the microbiome-gut-brain axis. Studies have shown that Toll-like receptors, especially Toll-like receptor 2 (TLR2) and Toll-like receptor 4 (TLR4), are key mediators of gut homeostasis. In addition to their established role in innate immunity throughout the body, research is increasingly showing that the Toll-like receptor 2 and Toll-like receptor 4 signaling pathways shape the development and function of the gut and enteric nervous system. Notably, Toll-like receptor 2 and Toll-like receptor 4 are dysregulated in Parkinson's disease patients and may therefore be identified as the core of early gut dysfunction in Parkinson's disease. To better understand the contribution of Toll-like receptor 2 and Toll-like receptor 4 dysfunction in the gut to early α-synuclein aggregation, we discussed the structural function of Toll-like receptor 2 and Toll-like receptor 4 and signal transduction of Toll-like receptor 2 and Toll-like receptor 4 in Parkinson's disease by reviewing clinical, animal models, and <i>in vitro</i> studies. We also present a conceptual model of the pathogenesis of Parkinson's disease, in which microbial dysbiosis alters the gut barrier as well as the Toll-like receptor 2 and Toll-like receptor 4 signaling pathways, ultimately leading to a positive feedback loop for chronic gut dysfunction, promoting α-synuclein aggregation in the gut and vagus nerve.
38707924|The influence of the gut-brain axis on anxiety and depression: A review of the literature on the use of probiotics.|Sara Ferrari; Simone Mulè; Francesca Parini; Rebecca Galla; Sara Ruga; Giorgia Rosso; Arianna Brovero; Claudio Molinari; Francesca Uberti|Journal of traditional and complementary medicine|2024|This review aims to argue how using probiotics can improve anxiety and depressive behaviour without adverse effects, also exploring the impact of postbiotics on it. Specifically, probiotics have drawn more attention as effective alternative treatments, considering the rising cost of antidepressant and anti-anxiety drugs and the high risk of side effects. Depression and anxiety disorders are among the most common mental illnesses in the world's population, characterised by low mood, poor general interest, and cognitive or motor dysfunction. Thus, this study analysed published literature on anxiety, depression, and probiotic supplementation from PubMed and Scopus, focusing on the last twenty years. This study focused on the effect of probiotics on mental health as they have drawn more attention because of their extensive clinical applications and positive impact on various diseases. Numerous studies have demonstrated how the gut microbiota might be critical for mood regulation and how probiotics can affect host health by regulating the gut-brain axis. By comparing the different works analysed, it was possible to identify a strategy by which they are selected and employed and, at the same time, to assess how the effect of probiotics can be optimised using postbiotics, an innovation to improve mental well-being in humans.
30584306|Possible association of Firmicutes in the gut microbiota of patients with major depressive disorder.|Yichen Huang; Xing Shi; Zhiyong Li; Yang Shen; Xinxin Shi; Liying Wang; Gaofei Li; Ye Yuan; Jixiang Wang; Yongchao Zhang; Lei Zhao; Meng Zhang; Yu Kang; Ying Liang|Neuropsychiatric disease and treatment|2018|Gut microbiota can affect human behavior and mood in many ways. Several studies have shown that patients with depression were also accompanied with gut microbiota disorder, in which Firmicutes are related to the protective function of intestinal barrier. In this study, we explore the changes and effects of Firmicutes in the patients with major depressive disorder (MDD). We recruited 54 subjects, including 27 patients with MDD. Fecal samples were collected for identification by 16S rRNA sequencing and bioinformatics analysis. The study shows that the alpha diversity indices of MDD patients are lower than those of the healthy controls. Firmicutes is the most significantly decreased phylum in the MDD samples. There are totally 13 taxonomic biomarkers with <i>P</i>-value <0.01 from Firmicutes. There are differences in 17 KEGG pathways between the two groups. This study found that there is a significant disorder of gut microbiota in the patients with depression, in which the Firmicutes decreased significantly. Defects of the Firmicutes may lead to the depression in short-chain fatty acids, which could account for the physiological basis of low-level inflammation of depression. This is a cross-sectional study and the sample size is comparatively small. Though several diet-related factors were controlled in the study, there is no quantified assessment of it.
34422879|Memorable Food: Fighting Age-Related Neurodegeneration by Precision Nutrition.|Maja Milošević; Aleksandra Arsić; Zorica Cvetković; Vesna Vučić|Frontiers in nutrition|2021|Healthcare systems worldwide are seriously challenged by a rising prevalence of neurodegenerative diseases (NDDs), which mostly, but not exclusively, affect the ever-growing population of the elderly. The most known neurodegenerative diseases are Alzheimer's (AD) and Parkinson's disease, multiple sclerosis, and amyotrophic lateral sclerosis, but some viral infections of the brain and traumatic brain injury may also cause NDD. Typical for NDD are the malfunctioning of neurons and their irreversible loss, which often progress irreversibly to dementia and ultimately to death. Numerous factors are involved in the pathogenesis of NDD: genetic variability, epigenetic changes, extent of oxidative/nitrosative stress, mitochondrial dysfunction, and DNA damage. The complex interplay of all the above-mentioned factors may be a fingerprint of neurodegeneration, with different diseases being affected to different extents by particular factors. There is a voluminous body of evidence showing the benefits of regular exercise to brain health and cognitive functions. Moreover, the importance of a healthy diet, balanced in macro- and micro-nutrients, in preventing neurodegeneration and slowing down a progression to full-blown disease is evident. Individuals affected by NDD almost inevitably have low-grade inflammation and anomalies in lipid metabolism. Metabolic and lipid profiles in NDD can be improved by the Mediterranean diet. Many studies have associated the Mediterranean diet with a decreased risk of dementia and AD, but a cause-and-effect relationship has not been deduced. Studies with caloric restriction showed neuroprotective effects in animal models, but the results in humans are inconsistent. The pathologies of NDD are complex and there is a great inter-individual (epi)genetic variance within any population. Furthermore, the gut microbiome, being deeply involved in nutrient uptake and lipid metabolism, also represents a pillar of the gut microbiome-brain axis and is linked with the pathogenesis of NDD. Numerous studies on the role of different micronutrients (omega-3 fatty acids, bioactive polyphenols from fruit and medicinal plants) in the prevention, prediction, and treatment of NDD have been conducted, but we are still far away from a personalized diet plan for individual NDD patients. For this to be realized, large-scale cohorts that would include the precise monitoring of food intake, mapping of genetic variants, epigenetic data, microbiome studies, and metabolome, lipidome, and transcriptome data are needed.
26927355|Letter to the Editor: The Surge of Type 2 Diabetes Mellitus in China - an International Alert: Physical Exercise and Low-Caloric Diet May Reduce the Risks of Type 2 Diabetes Mellitus and Dementia.|Pai C Kao; Qiao Jun Han; Shuyi Liu; Xiu Jun Li; Kristin S Inman; Nicholas Chia|Annals of clinical and laboratory science|2016|The prevalence of diabetes in China has surged from 0.67% before 1980 to 11.6% currently. It is even higher than the prevalence in the United States. Certainly, China's economic open-ups, improving living standard, and modernization have propagated the surge. From a traditional public-health point of view, increased food intake and decreased exercise were the main contributors. A new knowledge of colon microbiota could be applied to provide a second harvest of food energy; for example, large molecules of carbohydrates, which are undigested by the stomach and small intestine, produce by-products that the body can absorb in the colon. Colon microbiota can ferment these carbohydrates to the short-chain fatty acid butyrate. This is an energy source that may even cause nonalcoholic fatty liver. How these colon microbiota contribute to the surge of diabetes and whether this new knowledge can be used to control diabetes and metabolic syndrome are questions for future scientific studies. Clinically, however, colon microbiota have had immediate applications; fecal microbiota have been transplanted from healthy persons to treat recurrent Clostridium difficile infection at Mayo Clinic. In addition, a stool biobank of healthy persons was established at Mayo Clinic for future clinical applications.
38409102|Microbial composition, functionality, and stress resilience or susceptibility: unraveling sex-specific patterns.|Arax Tanelian; Bistra Nankova; Mariam Miari; Esther L Sabban|Biology of sex differences|2024|Following exposure to traumatic stress, women are twice as likely as men to develop mood disorders. Yet, individual responses to such stress vary, with some people developing stress-induced psychopathologies while others exhibit resilience. The factors influencing sex-related disparities in affective disorders as well as variations in resilience remain unclear; however, emerging evidence suggests differences in the gut microbiota play a role. In this study, using the single prolonged stress (SPS) model of post-traumatic stress disorder, we investigated pre- and post-existing differences in microbial composition, functionality, and metabolites that affect stress susceptibility or resilience in each sex. Male and female Sprague-Dawley rats were randomly assigned to control or SPS groups. Two weeks following SPS, the animals were exposed to a battery of behavioral tests and decapitated a day later. Based on their anxiety index, they were further categorized as SPS-resilient (SPS-R) or SPS-susceptible (SPS-S). On the day of dissection, cecum, and selected brain tissues were isolated. Stool samples were collected before and after SPS, whereas urine samples were taken before and 30 min into the SPS. Before SPS exposure, the sympathoadrenal axis exhibited alterations within male subgroups only. Expression of tight junction protein claudin-5 was lower in brain of SPS-S males, but higher in SPS-R females following SPS. Across the study, alpha diversity remained consistently lower in males compared to females. Beta diversity revealed distinct separations between male and female susceptible groups before SPS, with this separation becoming evident in the resilient groups following SPS. At the genus level, Lactobacillus, Lachnospiraceae_Incertae_Sedis, and Barnesiella exhibited sex-specific alterations, displaying opposing abundances in each sex. Additionally, sex-specific changes were observed in microbial predictive functionality and targeted functional modules both before and after SPS. Alterations in the microbial short-chain fatty acids (SCFAs), were also observed, with major and minor SCFAs being lower in SPS-susceptible males whereas branched-chain SCFAs being higher in SPS-susceptible females. This study highlights distinct pre- and post-trauma differences in microbial composition, functionality, and metabolites, associated with stress resilience in male and female rats. The findings underscore the importance of developing sex-specific therapeutic strategies to effectively address stress-related disorders. Highlights SPS model induces divergent anxiety and social behavioral responses to traumatic stress in both male and female rodents. SPS-resilient females displayed less anxiety-like behavior and initiated more interactions towards a juvenile rat than SPS-resilient males. Sex-specific pre-existing and SPS-induced differences in the gut microbial composition and predictive functionality were observed in susceptible and resilient rats. SPS-resilient males displayed elevated cecal acetate levels, whereas SPS-susceptible females exhibited heightened branched-chain SCFAs.
38318337|Exploring the interplay between running exercises, microbial diversity, and tryptophan metabolism along the microbiota-gut-brain axis.|Alejandra Vazquez-Medina; Nicole Rodriguez-Trujillo; Kiara Ayuso-Rodriguez; Fabiana Marini-Martinez; Roberto Angeli-Morales; Gerardo Caussade-Silvestrini; Filipa Godoy-Vitorino; Nataliya Chorna|Frontiers in microbiology|2024|The emergent recognition of the gut-brain axis connection has shed light on the role of the microbiota in modulating the gut-brain axis's functions. Several microbial metabolites, such as serotonin, kynurenine, tryptamine, indole, and their derivatives originating from tryptophan metabolism have been implicated in influencing this axis. In our study, we aimed to investigate the impact of running exercises on microbial tryptophan metabolism using a mouse model. We conducted a multi-omics analysis to obtain a comprehensive insight into the changes in tryptophan metabolism along the microbiota-gut-brain axis induced by running exercises. The analyses integrated multiple components, such as tryptophan changes and metabolite levels in the gut, blood, hippocampus, and brainstem. Fecal microbiota analysis aimed to examine the composition and diversity of the gut microbiota, and taxon-function analysis explored the associations between specific microbial taxa and functional activities in tryptophan metabolism. Our findings revealed significant alterations in tryptophan metabolism across multiple sites, including the gut, blood, hippocampus, and brainstem. The outcomes indicate a shift in microbiota diversity and tryptophan metabolizing capabilities within the running group, linked to increased tryptophan transportation to the hippocampus and brainstem through circulation. Moreover, the symbiotic association between <i>Romboutsia</i> and <i>A. muciniphila</i> indicated their potential contribution to modifying the gut microenvironment and influencing tryptophan transport to the hippocampus and brainstem. These findings have potential applications for developing microbiota-based approaches in the context of exercise for neurological diseases, especially on mental health and overall well-being.
33105830|Probiotics in Treatment of Viral Respiratory Infections and Neuroinflammatory Disorders.|Roghayeh Shahbazi; Hamed Yasavoli-Sharahi; Nawal Alsadi; Nafissa Ismail; Chantal Matar|Molecules (Basel, Switzerland)|2020|Inflammation is a biological response to the activation of the immune system by various infectious or non-infectious agents, which may lead to tissue damage and various diseases. Gut commensal bacteria maintain a symbiotic relationship with the host and display a critical function in the homeostasis of the host immune system. Disturbance to the gut microbiota leads to immune dysfunction both locally and at distant sites, which causes inflammatory conditions not only in the intestine but also in the other organs such as lungs and brain, and may induce a disease state. Probiotics are well known to reinforce immunity and counteract inflammation by restoring symbiosis within the gut microbiota. As a result, probiotics protect against various diseases, including respiratory infections and neuroinflammatory disorders. A growing body of research supports the beneficial role of probiotics in lung and mental health through modulating the gut-lung and gut-brain axes. In the current paper, we discuss the potential role of probiotics in the treatment of viral respiratory infections, including the COVID-19 disease, as major public health crisis in 2020, and influenza virus infection, as well as treatment of neurological disorders like multiple sclerosis and other mental illnesses.
33212907|PROFAST: A Randomized Trial Assessing the Effects of Intermittent Fasting and <i>Lacticaseibacillus rhamnosus</i> Probiotic among People with Prediabetes.|Audrey Tay; Hannah Pringle; Elise Penning; Lindsay D Plank; Rinki Murphy|Nutrients|2020|Both intermittent fasting and specific probiotics have shown promise in improving glucose tolerance with a potential for synergistic effects through alterations to gut microbiota. In this randomized, double-blinded, two-arm feasibility study, we investigated whether intermittent fasting, supplemented with <i>Lacticaseibacillus rhamnosus</i> HN001 probiotic, reduces HbA1c in individuals with prediabetes. All participants with HbA1c 40-50 mmol/mol commenced intermittent fasting (2 days per week of calorie restriction to 600-650 kcal/day) and were randomized 1:1 to either daily probiotic (<i>Lacticaseibacillus rhamnosus</i> HN001) or placebo for 12 weeks. The primary outcome was a change in HbA1c. Secondary outcomes included changes in anthropometry, body composition, glucoregulatory markers, lipids, hunger hormones, liver enzymes, inflammatory markers, gut hormones, calorie and macronutrient intake, quality of life, hunger, mood and eating behavior. Of 33 participants who commenced the trial, 26 participants (mean age 52 years, body mass index (BMI) 34.7 kg/m<sup>2</sup>) completed the intervention (<i>n</i> = 11 placebo, <i>n</i> = 15 probiotic). HbA1c decreased from 43 ± 2.7 mmol/mol to 41 ± 2.3 mmol/mol, <i>p</i> < 0.001, with average of 5% weight loss. No significant between-group differences were seen in primary or secondary outcomes except for social functioning (<i>p</i> = 0.050) and mental health (<i>p</i> = 0.007) scores as improvements were seen in the probiotic group, but not in the placebo group. This study shows additional psychological benefits of probiotic supplementation during intermittent fasting to achieve weight loss and glycemic improvement in prediabetes.
